assemblage.name;assemblage.category;country_continent.continent;geological_stratigraphy.correlation;geological_stratigraphy.age_min;geological_stratigraphy.age_max;locality.idlocality;locality.x;locality.y
LakeMalawi_Neotoma_73.8;plant remains;Africa;Ar/Ar (argon-argon) dating;115000;122000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_74.1;plant remains;Africa;Ar/Ar (argon-argon) dating;115000;122000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_74.3;plant remains;Africa;Ar/Ar (argon-argon) dating;115000;122000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_74.6;plant remains;Africa;Ar/Ar (argon-argon) dating;115000;122000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_74.9;plant remains;Africa;Ar/Ar (argon-argon) dating;115000;122000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_75.1;plant remains;Africa;Ar/Ar (argon-argon) dating;122000;124500;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_76.1;plant remains;Africa;Ar/Ar (argon-argon) dating;122000;124500;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_76.4;plant remains;Africa;Ar/Ar (argon-argon) dating;122000;124500;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_76.6;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_76.9;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_77.1;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_77.4;plant remains;Africa;Ar/Ar (argon-argon) dating;122000;124500;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_77.4;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_77.7;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_78;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_78.3;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_78.6;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_78.8;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_79;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_79.4;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_79.6;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_79.9;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_80.2;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_80.5;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_80.7;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_81;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_81.4;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_81.7;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_82;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_82.1;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_82.19;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_82.4;plant remains;Africa;Ar/Ar (argon-argon) dating;124500;132000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_82.6;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_82.9;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_83.3;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_83.5;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_83.7;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_84;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_84.3;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_84.6;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_84.8;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_85.2;plant remains;Africa;Ar/Ar (argon-argon) dating;132000;134000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_85.2;plant remains;Africa;Ar/Ar (argon-argon) dating;134000;135000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_85.4;plant remains;Africa;Ar/Ar (argon-argon) dating;134000;135000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_85.4;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_85.5;plant remains;Africa;Ar/Ar (argon-argon) dating;134000;135000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_85.6;plant remains;Africa;Ar/Ar (argon-argon) dating;134000;135000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_85.8;plant remains;Africa;Ar/Ar (argon-argon) dating;134000;135000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_86;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_86.2;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_86.4;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_86.6;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_87;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_87.2;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_87.3;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_87.4;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_87.7;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_87.9;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_88.1;plant remains;Africa;Ar/Ar (argon-argon) dating;135000;141000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_88.1;plant remains;Africa;Ar/Ar (argon-argon) dating;141000;145000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_88.5;plant remains;Africa;Ar/Ar (argon-argon) dating;141000;145000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_88.7;plant remains;Africa;Ar/Ar (argon-argon) dating;141000;145000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_88.9;plant remains;Africa;Ar/Ar (argon-argon) dating;141000;145000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_89;plant remains;Africa;Ar/Ar (argon-argon) dating;141000;145000;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_89.3;plant remains;Africa;Ar/Ar (argon-argon) dating;141000;145000;Lake Malawi;34.435833;-11.294333;
LakeOhrid_Pangaea_1;plant remains;Europe;U series (uranium-thorium) dating;0;14000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_10;plant remains;Europe;U series (uranium-thorium) dating;0;14000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_100;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_102;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_104;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_105;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_107;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_109;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_11;plant remains;Europe;U series (uranium-thorium) dating;0;14000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_111;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_113;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_115;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_118;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_120;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_122;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_125;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_127;plant remains;Europe;U series (uranium-thorium) dating;71000;130000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_13;plant remains;Europe;U series (uranium-thorium) dating;0;14000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_130;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_132;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_133;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_135;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_137;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_138;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_14;plant remains;Europe;U series (uranium-thorium) dating;14000;29000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_140;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_141;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_143;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_144;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_146;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_148;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_149;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_151;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_152;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_154;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_155;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_156;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_157;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_158;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_159;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_16;plant remains;Europe;U series (uranium-thorium) dating;14000;29000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_161;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_162;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_163;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_164;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_165;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_166;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_167;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_168;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_169;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_17;plant remains;Europe;U series (uranium-thorium) dating;14000;29000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_170;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_171;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_172;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_173;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_174;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_175;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_176;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_177;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_178;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_179;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_18;plant remains;Europe;U series (uranium-thorium) dating;14000;29000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_180;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_181;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_182;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_183;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_184;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_185;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_186;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_187;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_188;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_190;plant remains;Europe;U series (uranium-thorium) dating;130000;191000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_191;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_192;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_193;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_194;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_195;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_196;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_197;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_198;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_199;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_2.3;plant remains;Europe;U series (uranium-thorium) dating;0;14000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_2.7;plant remains;Europe;U series (uranium-thorium) dating;0;14000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_20;plant remains;Europe;U series (uranium-thorium) dating;14000;29000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_201;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_202;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_203;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_204;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_205;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_206;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_208;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_209;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_21;plant remains;Europe;U series (uranium-thorium) dating;14000;29000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_211;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_212;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_214;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_215;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_217;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_218;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_220;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_221;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_223;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_224;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_226;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
LakeOhrid_Pangaea_227;plant remains;Europe;U series (uranium-thorium) dating;191000;243000;Lake Ohrid;20.7165;41.0335;
