Table geological_layer_age
geolayer_idlocality;geolayer_name;laboratory_idlaboratory;analysis_number;age;positive_standard_deviation;negative_standard_deviation;dating_method;material_dated;date_of_analysis;comments;owner;created;mod_history;
Remagen-Schwalbenberg;Schwalbenberg layer 2;Hv;Hv-16165;20870;415;415;14C (radiocarbon) dating;bone;0;after App et al. 1995; date too young, not used for geological stratigraphy;Julia Lutz;13.05.2021;Julia Lutz  13.05.21;
Remagen-Schwalbenberg;Schwalbenberg layer 2;Pta;Pta-2722;27900;440;440;14C (radiocarbon) dating;shell;0;after App et al. 1995; mollusc; date too young (arch. finds must be older than this age = ante quem date); not used for geological stratigraphy;Julia Lutz;13.05.2021;Julia Lutz  13.05.21;
Remagen-Schwalbenberg;Schwalbenberg layer 2;Hd;Hd-SCHW 4;31300;2600;2600;TL (thermoluminescence) dating;sediment;1987;after App et al. 1995; HDTL-SCHW 4; loess, in AH 1;Julia Lutz;13.05.2021;Julia Lutz  13.05.21;
Remagen-Schwalbenberg;Schwalbenberg layer 2;Pta;Pta-2721;28100;530;530;14C (radiocarbon) dating;shell;0;after App et al. 1995; mollusc; date too young (arch. finds must be older than this age = ante quem date); not used for geological stratigraphy;Julia Lutz;13.05.2021;Julia Lutz  13.05.21;
Repolusthoehle;Repolusthoehle layer 7;VERA;VERA-5559;24520;160;160;14C (radiocarbon) dating;bone;2014;after Pacher 2014, fig. 8; AMS; Ursus spelaeus, caninus;Julia Lutz;02.09.2022;Julia Lutz  02.09.22;
Repolusthoehle;Repolusthoehle layer 7;GrN;GrN-2036;13370;150;150;14C (radiocarbon) dating;Charcoal;2014;after Pacher 2014, fig. 8; AMS; charcoal maybe contaminated; not used for geological stratigraphy;Julia Lutz;02.09.2022;Julia Lutz  02.09.22;
Repolusthoehle;Repolusthoehle layer 7;VERA;VERA-5562;27270;220;220;14C (radiocarbon) dating;bone;2014;after Pacher 2014, fig. 8; AMS; Ursus arctos, phalnx 1;Julia Lutz;02.09.2022;Julia Lutz  02.09.22;
Repolusthoehle;Repolusthoehle layer 7;;Uh-1267;41400;1700;1700;U series (uranium-thorium) dating;bone;2014;after Pacher 2014, fig. 8; Ursus cf. spelaeus, ulna;Julia Lutz;02.09.2022;Julia Lutz  02.09.22;
Repolusthoehle;Repolusthoehle layer 7;VERA;VERA-5560;46200;1000000;0;14C (radiocarbon) dating;bone;2014;after Pacher 2014, fig. 8;Julia Lutz;02.09.2022;Julia Lutz  02.09.22;
Repolusthoehle;Repolusthoehle layer 8;VERA;VERA-5668;47300;1000000;0;14C (radiocarbon) dating;bone;2014;after Pacher 2014, fig. 8; ursus spelaeus, magnum;Julia Lutz;02.09.2022;Julia Lutz  02.09.22;
Repolusthoehle;Repolusthoehle layer 8;VERA;VERA-5667;26370;200;200;14C (radiocarbon) dating;bone;2014;after Pacher 2014, fig. 8; capra ibex, phalanx 1;Julia Lutz;02.09.2022;Julia Lutz  02.09.22;
Repolusthoehle;Repolusthoehle layer 8;;Uh-1266;85800;2800;2800;U series (uranium-thorium) dating;bone;2014;after Pacher 2014, fig. 8; U. den./spelaeus, astragalus;Julia Lutz;02.09.2022;Julia Lutz  02.09.22;
Rhafas Cave;Formation 1_Layer1;Gif;Gif-6185;5190;100;100;14C (radiocarbon) dating;charcoal;;;andrew;28.06.2012;Matthias Göden  28.06.2012; andrew  10.03.20;
Rhafas Cave;Formation 2_Layer 2-5bc;Gif;Gif-6489;14060;150;150;14C (radiocarbon) dating;charcoal;;;andrew;28.06.2012;Matthias Göden  28.06.2012; andrew  10.03.20;
Rhafas Cave;Formation 2_Layer 2-5bc;;;75000;15000;15000;TL (thermoluminescence) dating;quartz;;;Matthias Göden;28.06.2012;
Rhafas Cave;Formation 3_Layer 6a-68;;;107000;12000;12000;OSL (optically stimulated thermoluminescence) dating;quartz;;;Matthias Göden;28.06.2012;
Rhino Cave;Unit F;;;18175;2871;2817;TL (thermoluminescence) dating;quartz;2000;Considered as too young for MSA layer F (Robbins et al. 2000), lab likely Univ. of Botswana, assuming same lab used for TL as in Robbins et al. (2000 JAS) article on White Paintings Cave, but the dates were also considered as unreliable in that report;andrew;03.03.2010;Manuel  03.03.2010; andrew  14.12.20;
Rietputs;Lower Coarse Alluvium;;;1570000;220000;220000;cosmogenic nuclide dating;quartz;;;andrew;11.05.2011;Patrick Schmidt  11.05.2011; andrew  26.11.18;
Rietputs;Upper Fine Alluvium;;;1260000;100000;100000;cosmogenic nuclide dating;quartz;;;andrew;11.05.2011;Patrick Schmidt  11.05.2011; andrew  26.11.18;
Rio Secco;Unit BIO1 layer 5;LTL;LTL-429a;37790;360;360;14C (radiocarbon) dating;bone;2014;42,666-42,103 cal BP;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 5top;EVA;S-EVA-25355;45695;790;790;14C (radiocarbon) dating;bone;2014;;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 5top;EVA;S-EVA-25353;44100;660;660;14C (radiocarbon) dating;bone;2014;;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 5top;EVA;S-EVA-25356;43210;600;600;14C (radiocarbon) dating;bone;2014;;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 5top;EVA;S-EVA-25357;45740;800;800;14C (radiocarbon) dating;bone;2014;;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 7;EVA;S-EVA-25363;44770;1180;1180;14C (radiocarbon) dating;bone;2014;;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 7;EVA;S-EVA-25359;46320;1430;1430;14C (radiocarbon) dating;bone;2014;;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 7;EVA;S-EVA-25362;44560;1150;1150;14C (radiocarbon) dating;bone;2014;;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 7;EVA;S-EVA-25361;49000;1000000;0;14C (radiocarbon) dating;bone;2014;>49,000, unreliable;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 8;OxA;OxA-25359;42000;900;900;14C (radiocarbon) dating;charcoal;2014;46,069-44,701 cal BP;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BIO1 layer 8;OxA;OxA-25336;48000;1000000;0;14C (radiocarbon) dating;bone;2014;>48,000, calibration: infinite;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BR1 layer 6;Poz;Poz-41207;27080;230;230;14C (radiocarbon) dating;charcoal;2014;31,466-31,205 cal BP;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BR1 layer 6;EVA;S-EVA-26233;28995;135;135;14C (radiocarbon) dating;charcoal;2014;;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BR1 layer 6;EVA;S-EVA-26234;29390;135;135;14C (radiocarbon) dating;charcoal;2014;;andrew;19.02.2020;Armando Falcucci  19.02.20;
Rio Secco;Unit BR1 layer 6;Poz;Poz-41208;28300;260;260;14C (radiocarbon) dating;charcoal;2014;33,022-32,138 cal BP;andrew;19.02.2020;Armando Falcucci  19.02.20;
Riparo Bombrini;Unit A1;EVA;S-EVA-29022;34030;260;260;14C (radiocarbon) dating;charcoal;2015;;andrew;20.08.2019;Armando Falcucci  20.08.19;
Riparo Bombrini;Unit A1;EVA;S-EVA-29023;32750;230;230;14C (radiocarbon) dating;charcoal;2015;;andrew;20.08.2019;Armando Falcucci  20.08.19;
Riparo Bombrini;Unit A1;EVA;S-EVA-29021;32210;150;150;14C (radiocarbon) dating;charcoal;2015;;andrew;20.08.2019;Armando Falcucci  20.08.19;
Riparo Bombrini;Unit A1;EVA;S-EVA-29026;33220;240;240;14C (radiocarbon) dating;charcoal;2015;;andrew;20.08.2019;Armando Falcucci  20.08.19;
Riparo Bombrini;Unit A2;EVA;S-EVA-29017;32210;310;310;14C (radiocarbon) dating;charcoal;2015;;andrew;20.08.2019;Armando Falcucci  20.08.19;
Riparo Bombrini;Unit A2;EVA;S-EVA-29015;34810;280;280;14C (radiocarbon) dating;charcoal;2015;;andrew;20.08.2019;Armando Falcucci  20.08.19;
Riparo Mezzena;Layer I;EVA;S-EVA-32616;10190;33;33;14C (radiocarbon) dating;bone;2016;;andrew;06.03.2020;Armando Falcucci  06.03.20;
Riparo Mezzena;Layer I;EVA;S-EVA-32613;5675;23;23;14C (radiocarbon) dating;bone;2016;;andrew;06.03.2020;Armando Falcucci  06.03.20;
Riparo Mezzena;Layer I;EVA;S-EVA-32612;5580;26;26;14C (radiocarbon) dating;bone;2016;;andrew;06.03.2020;Armando Falcucci  06.03.20;
Riparo Mezzena;Layer I;EVA;S-EVA-32614;5530;23;23;14C (radiocarbon) dating;bone;2016;;andrew;06.03.2020;Armando Falcucci  06.03.20;
Riparo Mezzena;Layer I;EVA;S-EVA-32615;25530;107;107;14C (radiocarbon) dating;bone;2016;;andrew;06.03.2020;Armando Falcucci  06.03.20;
Riparo Mezzena;Layer III;RTT;RTT-5578;34540;655;655;14C (radiocarbon) dating;bone;2012;40,380-38,840 cal BP;andrew;06.03.2020;Armando Falcucci  06.03.20;
Riparo del Poggio;Unit 17;;;111800;9000;9000;TL (thermoluminescence) dating;lithic burnt;0;;Matthias Göden;18.01.2016;Matthias Göden  18.01.16;
Riparo del Poggio;Unit 9;;;43800;3500;3500;TL (thermoluminescence) dating;lithic burnt;0;;Matthias Göden;18.01.2016;Matthias Göden  18.01.16;
Rising Star Cave;Unit 1;;RS20;30400;200;200;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 1;;RS6;49800;300;300;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 1;;RS5;290000;6000;6000;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 1;;RS6;50820;430;430;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 1;;RS20;32120;380;380;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 2;;RS22;478000;107000;41000;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 2;;RS23;502000;181000;53000;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS8;95000;1000;1000;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS15;92600;1000;1000;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS18;242000;5000;5000;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;1841;1676000;127000;127000;ESR (electron spin resonance) dating;tooth;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS18;242900;6600;6600;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS21;28400;400;400;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS13;88460;670;670;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS1;91040;720;720;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS21;28620;290;290;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;1767;194000;4000;4000;ESR (electron spin resonance) dating;tooth human;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS10;30100;300;300;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS15;91400;650;650;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS8;96290;690;690;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS19;24530;430;430;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS6;49800;300;300;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;1810;296000;14000;14000;ESR (electron spin resonance) dating;tooth human;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;1788;232000;8000;8000;ESR (electron spin resonance) dating;tooth human;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS19;24700;200;200;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Rising Star Cave;Unit 3;;RS6;50820;430;430;U series (uranium-thorium) dating;stone;2016;;Daniel Walkenfort;25.02.2022;Daniel Walkenfort  25.02.22;
Roc de Combe;Unit 4;OxA;OxA-1440;24000;1900;1900;14C (radiocarbon) dating;bone;1990;Michel 2010;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Roc de Combe;Unit 5;OxA;OxA-1259;32000;1000;1000;14C (radiocarbon) dating;bone;1990;Michel 2010;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Roc de Combe;Unit 5;OxA;OxA-1441;28500;700;700;14C (radiocarbon) dating;bone;1990;Michel 2010;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Roc de Combe;Unit 6;OxA;OxA-1260;25500;1200;1200;14C (radiocarbon) dating;bone;1990;Michel 2010;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Roc de Combe;Unit 6;OxA;OxA-1315;27500;500;500;14C (radiocarbon) dating;bone;1990;Michel 2010;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Roc de Combe;Unit 7a;OxA;OxA-1442;29100;700;700;14C (radiocarbon) dating;bone;1990;Michel 2010;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Roc de Combe;Unit 7a;OxA;OxA-1261;28000;550;550;14C (radiocarbon) dating;bone;1990;Michel 2010;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Roc de Combe;Unit 7b;OxA;OxA-1262;33400;1100;1100;14C (radiocarbon) dating;bone;1990;Michel 2010;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Roc de Combe;Unit 7c;OxA;OxA-1263;34800;1200;1200;14C (radiocarbon) dating;bone;1990;Michel 2010;Matthias Göden;19.02.2021;Matthias Göden  19.02.21;
Roc de Combe;Unit 8;GifA;GifA-101265;45100;2100;2100;14C (radiocarbon) dating;bone;2002;Michel 2010;andrew;19.02.2021;Matthias Göden  19.02.21; andrew  05.03.21;
Roc de Combe;Unit 8;GifA;GifA-101264;39540;970;970;14C (radiocarbon) dating;bone;2002;Michel 2010;andrew;19.02.2021;Matthias Göden  19.02.21; andrew  05.03.21;
Roc de Combe;Unit 8;GifA;GifA-101266;40000;1300;1300;14C (radiocarbon) dating;bone;2002;Michel 2010;andrew;19.02.2021;Matthias Göden  19.02.21; andrew  05.03.21;
Roc de Marsal;Layer 11-13;;Bdx 9090;86700;5200;5200;TL (thermoluminescence) dating;quartz;2012;sediment, Layer 11, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 11-13;;Bdx 9092;81400;5000;5000;TL (thermoluminescence) dating;quartz;2012;sediment, Layer 11, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 11-13;;Bdx 9054;77400;4800;4800;TL (thermoluminescence) dating;quartz;2012;sediment, Layer 11, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 2;;Bdx 13401;85000;7000;7000;OSL (optically stimulated thermoluminescence) dating;quartz;2017;single-grain OSL, CDM age, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 2;;Bdx 16774;48600;3600;3600;TL (thermoluminescence) dating;lithic burnt;2017;flint, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 2;;Bdx 16773;39200;2800;2800;TL (thermoluminescence) dating;lithic burnt;2017;flint, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 2;;Bdx 13401;74400;4600;4600;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square J16-J17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 3;;Bdx 13408;76000;6000;6000;OSL (optically stimulated thermoluminescence) dating;quartz;2017;single-grain OSL, CDM age, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 3;;Bdx 13408;77600;4100;4100;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square H17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 4;;Bdx 13403;67800;3900;3900;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square J16-J17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 4;;Bdx 13272;61000;6800;6800;TL (thermoluminescence) dating;lithic burnt;2012;flint, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 4;;Bdx 13409;73400;4200;4200;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square H17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 4;BDX;BDX-13269;45400;3500;3500;TL (thermoluminescence) dating;lithic burnt;2012;flint, Guérin et al. 2012;andrew;13.07.2020;Matthias Göden  13.07.20; andrew  05.03.21;
Roc de Marsal;Layer 4;;Bdx 13402;85000;9000;9000;OSL (optically stimulated thermoluminescence) dating;quartz;2017;single-grain OSL, CDM age, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 4;;Bdx 16777;53000;4100;4100;TL (thermoluminescence) dating;lithic burnt;2017;flint, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 4;;Bdx 13409;72000;4000;4000;OSL (optically stimulated thermoluminescence) dating;quartz;2017;single-grain OSL, CDM age, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 4;;Bdx 13402;87600;4500;4500;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square J16-J17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 4;;Bdx 13402;75800;5600;5600;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square J16-J17, unheated sample, single-grain OSL, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 5;;Bdx 13410;83000;6000;6000;OSL (optically stimulated thermoluminescence) dating;quartz;2017;single-grain OSL, CDM age, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 5;;Bdx 16783;50400;3500;3500;TL (thermoluminescence) dating;lithic burnt;2017;flint, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 5;;Bdx 13410;74800;4200;4200;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square H17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 5;;Bdx 13404;77100;5100;5100;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square J16-J17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 6;;Bdx 16786;56700;4000;4000;TL (thermoluminescence) dating;lithic burnt;2017;flint, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 6;;Bdx 16788;45700;3100;3100;TL (thermoluminescence) dating;lithic burnt;2017;flint, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 6;;Bdx 13405;102800;7700;7700;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square J16-J17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 7;;Bdx 13411;61500;3400;3400;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square H17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 7;;Bdx 13281;74800;6200;6200;TL (thermoluminescence) dating;lithic burnt;2012;flint, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 7;;Bdx 13406;105200;6800;6800;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square J16-J17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 7;;Bdx 13283;62800;5200;5200;TL (thermoluminescence) dating;lithic burnt;2012;flint, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 8;;Bdx 13412;91400;5700;5700;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square H17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 8;;Bdx 13407;89800;5900;5900;OSL (optically stimulated thermoluminescence) dating;quartz;2012;square J16-J17, unheated sample, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 8;;Bdx 13286;65000;6100;6100;TL (thermoluminescence) dating;lithic burnt;2012;flint, Guérin et al. 201;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 8;;Bdx 13288;68200;5200;5200;TL (thermoluminescence) dating;lithic burnt;2012;flint, Guérin et al. 2012;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
Roc de Marsal;Layer 9;;Bdx 13396;82000;7000;7000;OSL (optically stimulated thermoluminescence) dating;quartz;2017;single-grain OSL, CDM age, Guérin et al. 2017;Matthias Göden;13.07.2020;Matthias Göden  13.07.20;
